,POS_Tweet,class
18813,like yo sons fag,0
18814,said pussy cats dog house,1
18815,not fan know fatty poor argument anything th,1
18816,never hurt make hoe happy djmemphis,1
18817,stupid ignorant bitch support great business,1
18818,gave number bad ass bitch days agoshe said call make home starting think tha,1
18819,sis bitch brother jerkleave em alone continue work,1
18820,pussy pussy pussy eating good,1
18821,want take time tonight acknowledge ex hoes,1
18822,used fun hoe new positive,1
18823,mature enough eat pussy time eating ass disrespect,1
18824,ya bitches luv throwing bread crumbs ground complain pigeons come flocking towards ya,1
18825,know youre ugly ape chosen man crush youve never,2
18826,bitch come pull merrie,1
18827,nigga jerry room smell bad pussy,1
18828,jetter ever,2
18829,fucks u hoe,1
18830,kanye said mayonnaise colored push miracle whips,2
18831,donthypeme favorites yellow album ittheperfectanswer,2
18832,know thing tho bitches come amp go,1
18833,niggas gon talk bitches gon hate,1
18834,brendon urie make boys feel trash,2
18835,see hoes stop tweet weeks come bac love tweets,1
18836,got naked hoes aint loyal wiz aint tho,1
18837,bell hooks bored amp thinks pussy old bored old ass pop critiques,1
18838,do get pick actress portrays police find remains bitch,1
18839,wan pimp hoe,1
18840,think someone suffers alcoholism mildly retarded people shouldnt mak,2
18841,launches sacks burning medical waste side someones house bird feeder porch,1
18842,ah smell ready opens oven pulls sshitty burnt ritz cracker perfect boys lu,1
18843,hoo boy guinea pigd love shit shouldnt ordered full dozen,1
18844,night time falls im corie latin man intrigue place bird feather glass scotch never posts ab,2
18845,bitches fwu wan ha na bitch,1
18846,kkaren looks hes wearing trash bag,2
18847,curve man today need eat pussy tomorrow,1
18848,real eats pussy u nut u cant return favor,1
18849,top dream catchers bird feathers inspirational quotes dont live animal p,2
18850,aint hoe,1
18851,th grade bitches lt,1
18852,dont mind im teach ur bitch dougie,1
18853,new years resolution fuck ur bitch times,1
18854,sure pretty face cripple,2
18855,tjoy dont confidence sole reason country thi,2
18856,repeat refer bitch,1
18857,violet needs service get texts hoes violetannt,1
18858,pussy ass nigga,1
18859,real game pub trash lets drugs get smashed,2
18860,assholes know referring girl bitch doesnt make dick bigger right,0
18861,felferrara amp tiffanycarter rivvv tn bailing,1
18862,challenge yall gon donate dont k amp donate,2
18863,hrs till birds kick assbleedgreen,2
18864,inkkofrosess bro made want ho even year,1
18865,inkkofrosess lol credit aint good know right man job ho nice,2
18866,done everything hoes ever wanted w,1
18867,melo go bulls still gon trash melo get special privileges allowin play allstar uniform,2
18868,lifes bitch,1
18869,getting yankees fans boo amazing,2
18870,sure take rage unsuspecting targets today chose stapler bitch coming,1
18871,completely lost mind find go ahead keep bitch,1
18872,ugly son bitch,1
18873,wish bitch tell something dont know nigga girlboo,1
18874,never left hip hop fans turned hoes literally ratchet broads pretend baske,1
18875,dreamt trash bag btw,2
18876,staycoolwheels yea cotto frustrated n didnt wan go onand bitch left ring soo,1
18877,see guys kicked long haired faggot lil video game team,1
18878,saucygyro gon believe mea cripple fuckn hippo,1
18879,see moose back n forth corner n empty room faggot hair face sayin himse,1
18880,still maniac scared needlesi bet crying bitch got gay ass tat,1
18881,mind driving ghetto ass chula vista slap shit gyro watch stand ta,1
18882,markham vocativ httptcozukwjved,2
18883,bummy hoes cant ur right sis most splash peppermint soap other shit aint necessary,1
18884,clam survival instinct kick door shut,2
18885,flappy bird make smash phone face,2
18886,parents ones bitch childrens dependence,1
18887,man bitch computer really fucking compete,1
18888,bitch,1
18889,hoggin blunt bitch,1
18890,catchin bitches bitches catchin feelings,1
18891,put pussy pedestal homie,1
18892,bitches different life damn lmao,1
18893,amp slope constitutional contempt,2
18894,now enjoying anal sex wiggers fake bangers now accountantsjncos,1
18895,burn forever bitch,1
18896,ones really cant getbut got really lucky bitch,1
18897,ugly denna hoe whats,1
18898,idc cute shit dont matter got trash personality,1
18899,press first postcombine mock draft including new no,2
18900,yanks sox get together things usually go smoothly gt,2
18901,baddest bitch know,1
18902,pussy good cant pull ever,1
18903,u got cotton mouth u eat pussy,1
18904,porno hoes funny af bc theyll still u tight ass pussy even tho dude fucking minutes w,1
18905,u still ur feelings new pussy,1
18906,skinny bitches,1
18907,covering misdeeds creepy little leprechaun cooked books amp,1
18908,embarrassment bitches,1
18909,sitting pretty makes bitches mad pretty much,1
18910,ass hoes hate em finding shit cant find man date em,1
18911,monkey mustache,2
18912,shes covering half face shes still prettier hoes skndndnddnd,1
18913,friends legroom ventilation necessary professional pussyeating,1
18914,found marehood code horse pussy mlp,1
18915,bitches talking dey bout ta chill going bitches saying dat cause getting cold u bitches,1
18916,sings broken year old flip flop way trash,2
18917,nah go talk ur hoes u dont wan text back n shit,1
18918,swear forever bitch,1
18919,girl tweeted ghetto u bring food moviesno u stupid u pay ba,1
18920,nah go talk bitch yo crush n shit,1
18921,u think im bitch soon get know u realize first impressions right bitch,1
18922,rollin swaggin maxmy bitch fashion killa busy poppin tags,1
18923,u realize say makes seem creepy little cunt cant seem,1
18924,whiteangelss lets get slingy dingy ugly salamander lookin bitch waist time tweeti,1
18925,bitch wont cry,1
18926,bitch lol,1
18927,man hes gna drown pussy real,1
18928,everyones lil bitch,1
18929,matters ever nme,2
18930,hoe,1
18931,pulled dead bird garden hot sun winked rotting eye socket,2
18932,yo bitch fucking bcuz money chances nigga money fuck,1
18933,ask trust vote never think cunts ever,1
18934,couple cotton pickers spurs play unselfish white man basketball,0
18935,man tells doesnt eat pussy ampexpects sex laugh u put clothes u g,1
18936,fake ass bitches bruh,1
18937,listening bitch complaining nigga even,1
18938,tf baby goal bitch u gone gone goals,1
18939,bitch run mouth,1
18940,rule pussy ass shit sometimes write love notes write long paragraphs youve never felt way b,1
18941,wise yet young listening bitch,1
18942,lucky retard lol,1
18943,stranded island bring thing bring bitch everything fu,1
18944,real friends dont get offended call bitch hoe slut smile call something offensive,1
18945,feel eating pussy right fucking,1
18946,yah bitches thirsty,1
18947,half bitches say tfti wouldnt even go bet,1
18948,pussy good save shit later,1
18949,female automatically assume hoes finds attractive,1
18950,know bitch sometimes people need know levels,1
18951,love pussy,1
18952,rosestokoe suline violetethompson theres yellow writing black jerse,2
18953,surprised stupid bitchjane troops,1
18954,see hoes,1
18955,wicked witch send vile bitch,1
18956,illadvised slant call,2
18957,act ion dat bitch,1
18958,hoes acting,1
18959,trash,2
18960,trash,2
18961,bitch givin head watch good,1
18962,banks show engagement queer community,0
18963,went lunches bitch ass,1
18964,aint mad prejudice dad thats best damn pussy ever,1
18965,faggot,1
18966,hate netflix stop amp asks im still watchin yes u think got amp started doin somethin life bitch put,1
18967,hobbies include sarcastic bitch,1
18968,think pats trying say pussy bombedidk,1
18969,speechlike give tinkers damn kidsthe poorany crap spoutingyouve prov,1
18970,rtashspeaks hoes everything,1
18971,lajouetreine give statement thought realize makes sense think abo,2
18972,look bout sell ghetto used cars,2
18973,wraps arms waist making dinner yellow roses pearls,2
18974,start yellow jacket season tonight fans,2
18975,busboysandpoets am green dance jig sing lively tune w,2
18976,call someone racist call white bitch sentence losing credibility,1
18977,people person know lil gabby got hoes,1
18978,joytooawesome vintagemonroe bitch relationship aint shit theory,1
18979,girls really comfortable dudes addressing bitch sorry never fly,1
18980,shouldnt bitch anything youre person group chat,1
18981,bow bitches chief,1
18982,girls dont let guy treat yellow starburstu pink starburst,2
18983,lets try nd attempt first day workthe cold haha yeah right fucked car bitch,1
18984,birds bedroom window way much talk first thing morning,2
18985,marsvalo shut bitch lol,1
18986,dont think even real relationshipi thought real trash,2
18987,hell flat lied get reelected killery diff make bitch,1
18988,diary mock twirling towels httptcorckp,2
18989,side hoes eat side dishes fo ye ye eatstraprinthions,1
18990,wtf drake asking pull get autograph bitch scheelp fuck drake,1
18991,ready get engaged meet new wave aint shit bitches outchea,1
18992,confused lefties using hashtag mock bridge situation frivolous seriously equating,2
18993,yellow submarine rn,2
18994,nigger,0
18995,wtf bitch broke arm eery time hit shit,1
18996,faggot,0
18997,good citizen picking trash,2
18998,bitches handin free chinese food samples mall go bed night wondering aint,1
18999,hawaiinshirts youre pussy cargo shorts fucks give,1
19000,trash last season especially make playoff push great draft not jo,2
19001,fly switcharoo bitches lie,1
19002,got hoe vngelinaa,1
19003,forcing ya kids take pictures u trying trap online wit u funky hoes,1
19004,happy bitches katiedodds halloween,1
19005,bet hella rednecks got super pissed commercial,1
19006,honestly surprised u guys ever seen pussy,1
19007,pussy,1
19008,told days lovin crew gd,1
19009,waldo chipotle waiting house lucky soab lol,1
19010,ughsickoe ever abortion got cemetery pussy omg lmao,1
19011,still aint got time bitch acting iffy,1
19012,always fat bitch handicap spot never dude wheelchair,1
19013,jjauthor ghettosdriven liberal ideology,2
19014,egg avi mentions followers pussy bo dont want war,1
19015,yaaas bitch yaas u hot bitch yaaas,1
19016,never criticises trashes leader never criticises,2
19017,hits bluntif guy talk girls hoe hoes,1
19018,yeah fucking best really hate living didnt know bad bitch appreciation pos,1
19019,kids pop fire crackers school,2
19020,hick accent comes get family vermontproblems,2
19021,bitches called hoe high school got kids,1
19022,youd marry,2
19023,chicks think sex guy months automatically makes boyfriend bitch ask,1
19024,trash amp,2
19025,based starbucks drink choices admit fact basic bitch,1
19026,cant wait eat ccincinnati see clouisville friends bring damn yellow penguinsro,1
19027,espn way close career,2
19028,fuck better laminate face grown man think eating pussy emasculating,1
19029,things remembersometimes bitch necessarystick gunsimpromptu solo dance parties good fo,1
19030,tom ford probably fucking hoes probably wasnt homosexual,1
19031,c cuntu ur cuntn sure u know ur cuntt turn bitch ur cunt,1
19032,hoes always talkin shit guy bitch gon talk shit happy smack yo,1
19033,bodycxunt tuscanjustins youre nigger go pick cotton,1
19034,ex bitches need realize,1
19035,know tonight bet bitch gone lit tonight,1
19036,see nudes beat pussy,1
19037,died trash,1
19038,telling missing point dont call trash amp tell,2
19039,stop fucking calling legends trash top artists generation take legends,1
19040,hes sayinghe doesnt discriminate darkskin hoes lightskin hoes long bad,1
19041,sorry hoe,1
19042,things world aint seen thats amp bitch need,1
19043,nigger scared results supposed today lol,1
19044,hate old bitches wear clothes young hoes wearing stay yo ass yo age group,1
19045,hate bitches twerk slow songs,1
19046,need phenomenal head someone born breed eat pussy adept cums tong,1
19047,stblocjeremiah corny ass hoes always got name mouth,1
19048,get winning team hoe,1
19049,bitch counted give yrs,1
19050,hoes always want come bacc didnt leave first place,1
19051,black darth years old kinky hentai son bitch,1
19052,stupid fucking nigger flopping stupid jungle bunny monkey faggot,0
19053,icarleybby pressed pussy bad yes,1
19054,next bitch got ta take,1
19055,talk bitches days,1
19056,girl sucks dick let bitch fool,1
19057,asks yall get done fucking hoe,1
19058,also know ho particular loves pointing everyone else ho,1
19059,always waste time irrelevant bitches,1
19060,see timeline isebolaebolaebolai hate school twitter hoes selfieebolaebolapull ga,1
19061,hoe fucked men cuz best friends,1
19062,baskgod girl smoke weed dopeman slamming bitch thats ya,1
19063,wow let quite niggas beat equal opportunity pussy,1
19064,hoes,1
19065,woman never cheated man drove cheat new pussy,1
19066,dont nothin bitch wouldnt,1
19067,missing things really need life iphone ios ps bitches new car,1
19068,get retweets thats proof get bitches settle,1
19069,u acted hoe broke wrong thinking u hoe,2
19070,friend hoe u hoe feather flock together,1
19071,girl see girl likes name bitch notice,1
19072,men cheat pussy cheat cuz think soulmates,1
19073,bitches texting u right,1
19074,u lost bitches,1
19075,respecting women admit hoe phase,1
19076,stalkin girl social media u bitch ass nigga,0
19077,wasting texts bitches aint tryna fuck u,1
19078,faggot u heat leftover pizza,1
19079,hoe children youre still awake,1
19080,women need put place trash human pet bitch relax,1
19081,yall bitches got stop pushing away niggas really care yall niggas dont give fuck,1
19082,girl swear u cheating u fuck bitch real u,1
19083,pussy farts embarrassing,1
19084,girl good hair dont want bitch got nappy ass hair kids gone end bbs nigga,1
19085,bitches make everything relationship goal,1
19086,obsession smell goods insspraythe smelly good wax thingyspussy,1
19087,females acting turning throwing pussy still cant pass,1
19088,wife hoe amp end,1
19089,not black girls ghetto,1
19090,got ta curve hoes chance curve,1
19091,got bitches thinkin hoe career health care benefits,1
19092,racist bitch world,1
19093,bring bitch lets,1
19094,boyfriend girlfriend suppose laugh hoes together guy never hoes laughing girl,1
19095,favorite line go talk yo hoes,1
19096,get wifey cunt spreads legs anyone nothing rarest better lmao,1
19097,touch swag rt look look good momma ho,2
19098,retweet big booty bitches,1
19099,most trash candy time debate,2
19100,never seen many ugly bitches picture smh,1
19101,want milk,2
19102,wan learn jigg really good circle,2
19103,bitch,1
19104,bitches think youre bad bitch please tell,1
19105,bitch months put smfh,1
19106,time woman says bitch smile,1
19107,gossip bitches yet realest niggas tho dont understand,1
19108,comes nudes trash got big titties,1
19109,goes bitch love hate need fuck youre everything,1
19110,stupid bitch pops timeline,1
19111,lost amp tonight complete trash,2
19112,st proof sold pussy wait,1
19113,faggot use real niggas drive drunk,1
19114,bitch really happy got k followers getting kicked moving car abusive bf almost dyi,1
19115,hate people take picture dont mind background nah bitch imma mind,1
19116,ever stay home school look clock say bitches math right,1
19117,wish time day playing flappy birds foreall,2
19118,roll wife bitch,1
19119,females worried played amp nigga worried hoe so nothing games b played wit minds,1
19120,type bitch go jail meet men,1
19121,bitches dont love nobody amp hos everybody,1
19122,wan na watch nigger made,1
19123,theres pussy makeup,1
19124,rid rid hoeswe dont interference,1
19125,couple couple not couple amp not couple amp not couple amp plenty hoes,1
19126,come w hatin ass hoes drama jealousy arguments only couples shit,1
19127,white bitches win smh fucking hate,1
19128,inkkofrosess bitch get live,1
19129,inkkofrosess bout time feel beening hard working woman stripper hoe night,1
19130,bitch ass bio deleted k booking email backpagepussygmailcom,1
19131,real hoe never let turn house wife let know start catching fe,1
19132,bitches dont know friends,1
19133,bitches aint got nothing tell still fucking meeeee,1
19134,ur see wat ur current bitch look,1
19135,got ta able keep bitch feet shell knees nigga,1
19136,got time hold phone whole time sex pussy,1
19137,girls night cooking bitches,1
19138,lmfaoo niggers move sooo fast,1
19139,big admit got reason feel bitch,1
19140,hoes gone learn second place dont get prize,1
19141,tyga aint hoethis man wants godly,1
19142,years racism think nigger hurts feelings lol people funny,1
19143,dawn planet apes calling birds french hens turtle doves partridge,2
19144,called tho sure liked dick tho hoe,1
19145,hate hoe ass people,0
19146,got type bitches thing like,1
19147,neva sleep pussy,1
19148,hoes aint loyal,1
19149,hate seeing nice fee wit weak nigga girl yu retarded r sumn know cud,1
19150,wan leave bitch weekend,1
19151,hatin need pussy,1
19152,ericajenee finna bitter bitches upsaught dont care lmao,1
19153,album single hoe ass nigga lol,1
19154,marcellusrexxx bitch real nasty ah need,1
19155,im sick bitches bitching bitches,1
19156,go talk hoes,1
19157,easy way females calling hoes asking want ketchup fries,1
19158,radio trash,2
19159,bitch dont act crazy dont really want,1
19160,needs stop little bitch follow,1
19161,man lame niggah find im unfollowing ass,0
19162,lol bitches tryna chill u im mother fuxin hoe touched,1
19163,hooked money pussy weed bonus,1
19164,got hoes shit aint got got damn thanggg witcha ugly ass,1
19165,joytooawesome vintagemonroe eat pussy,1
19166,aint bad bitch got bad habits,1
19167,kno u wan roll w bitch,1
19168,never nigga taken order take return keep mind bitch,1
19169,exclusive gave yellow cards amp red card refereeing charity match,2
19170,bitch said,1
19171,bitches got best pussy,1
19172,ugly bitches argue lot,1
19173,love black shoes cause match anything also need colored shoes,2
19174,significant number tweets flipping bird much,2
19175,suspending shit multiple iterations new regional accounts opening today suspended ho,1
19176,love cripples fucking cripples people person,0
19177,call player pussy hes sidelined concussion low class trash talks f,1
19178,coinkydink cancelled contract email backup company right computer crash,2
19179,savanigga half became ghetto,1
19180,drrrruuuu ayyy fags,1
19181,jelly bread bitch spread,1
19182,running bitch role model inspiration many,1
19183,ate pussy dont ever try disrespect nigga fed,1
19184,hate girls cant talk got many hoes ya competitive spirit,1
19185,expect pull ask hoes,1
19186,nigga future always hoes,1
19187,docrocktex nothing agenda unbelievable failed use teabaggers africanprinces,2
19188,just texted phone bitch blew high,1
19189,currently dropping bombs bitches,1
19190,give head amp kiss yo bitch ill nigga,1
19191,hickeys hurt dont see people always hoes,1
19192,bitch never talking sudden,1
19193,youre still pussy,1
19194,attractive girls always insecure looking bitches walk thinking shit,1
19195,seen little yellow nigga lives pineapplethats crazy shit,1
19196,maybe fake bitches pretend real halloween,1
19197,school doesnt even test intelligence tests ur memoryit tests ability keep calm slap bitch,1
19198,unloyal girls turn good guys assholes unloyal guys turn good women bitches,1
19199,hate seeing people money spend stupid shit dont need amp shark tank twat,1
19200,date rid ya get rid hoeswe dont need interference,1
19201,fags hibernating great park closed,1
19202,wish stop hoe,1
19203,mandatory hoes,1
19204,parties screaming hoes aint loyal drunk amp cheating gf girl look,1
19205,top girls tell twitter dont work twitter unfollowing people hoe,1
19206,girls curled ball bed waiting goodnight text go sleep bitch,1
19207,bitches cup boobs need stop wasting money bras buy tank tops rest homies,1
19208,cant tell anything bitch im click away google times,1
19209,swear care everything bitches,1
19210,inkkofrosess fuck hoes bigger problems cook house lol,1
19211,inkkofrosess fuck hoes bigger problems ever cook house lmao,1
19212,fake bitch,1
19213,vibing bitches feeling good imangie,1
19214,leaisalioness hoes gish road lookin dolla sucky sucky,1
19215,wanted change excitement shoot directions colored arrows,2
19216,engaged porn star httptcohxmlrjwm,2
19217,theres retarded fucking beaner hes stupid ass ex,1
19218,fucking faggot,1
19219,staycoolwheels faggot suspend grounds,0
19220,always bitches money job contribution anything financial highest standards,1
19221,pretty bitch always comin thru,1
19222,dese hoes aint loyal hoodcomedy flytv bruh,1
19223,join fucks given join bitch,1
19224,talk bye bitch,1
19225,ever look bitch tweet,1
19226,accuses changing positions everything positions dictated corp,2
19227,everyday turn cold heartless bitch,1
19228,trigger finger keep pussy wet thanks,1
19229,hit bitch bottle,1
19230,bitches trip hard nigga realize theyre gon grow amp regret fool,1
19231,staycoolwheels bloggerboxing hillbillies sports,2
19232,hope hoes,1
19233,fag,1
19234,bhasfurter pussy,1
19235,saying fuck trannys wont let bitch strap childish lol,1
19236,got ta straight forward hoes want jump,1
19237,amp wife today stump bid,2
19238,burnt alive marvisirmed,2
19239,reportedly asks birdflipping lets revisit column ridiculousness,2
19240,found sloppy tried drag car fighting back bitch hea,1
19241,cant bold hoe time,1
19242,hoes hoes,0
19243,lost erection found girlfriends pussy,1
19244,day days pot lentyour faggot,1
19245,wigga,1
19246,tweets remind times milkshake runs morning vikyfdez,2
19247,imma get crew dis fuckin fag real talk turn,1
19248,fuuck jalens slow bitch,0
19249,real things worse forcing conversation dumb bitch,1
19250,isnt side hoe bc apparently shes lesbian months hating reason,1
19251,youre retarded enough atleast date bring birthday,1
19252,cheating aint accident hoe fallin accident aint never seen bitch trip amp land dick,1
19253,alluring yall hoes get boyfriends tweet break dawg lol,1
19254,aint hoe,1
19255,msmansk kidding lost fave program belt bitch,1
19256,stanleys weak go stalk lmfao lucky bitch,1
19257,colored eyes,2
19258,just saw better moves seen year didnt know wanted apes,2
19259,r u queer cmon u even need ask,1
19260,feel lot ppl trash talking indie sounding think genre youre v tends sound th,2
19261,anything disown ling ling,2
19262,hear flavor,2
19263,quote tweet funniest pic ya camera roll bitch started,1
19264,thotpockets,1
19265,not female yall hoes completion,1
19266,alsopussyif shit offends uget twitterblock meand go suck cock,1
19267,hey dicklicker says im happily divorced bitter homophobic im scared queersi hate em fudg,0
19268,dont want pussy makes want pay bills sleep mornings away dont ruin life,1
19269,anyone know good pet sitter cats amp birds neo clevelan,2
19270,yeah dont think thats okayfuckin drop shouldnt even joke abo,1
19271,yeah basic bitches thing many straight white men know so boring,1
19272,nipple piercings suppose girls personal secret yall hoes get take selfie,1
19273,frownie eats brownie,2
19274,jezzzz afraid slit throat tomorrow,0
19275,havent lost series,2
19276,let crisis go trash opposed choice,2
19277,anxiety cunt,1
19278,never watching brave heart cunts dont want freedom,1
19279,write review comedy starts easily offended funny cunt,1
19280,hope yankees game doesnt get rained going special atmosphere game deser,2
19281,ghettosdriven lib ideologyforged unionsampbankrupted selfserving catering parasites,1
19282,ghettosdriven liberal ideology forged unions amp bankrupted selfserving catering parasites,2
19283,ghettosdriven liberal ideology forged unions amp bankrupted selfserving catering parasites,0
19284,well play flappy bird dont know,2
19285,everyone using natural deodorant working stinky bitch,1
19286,single nuts bitch,1
19287,know bout lmao definitely hoe,1
19288,main bitch side bitch mad give fucks twofucks,1
19289,so see ones participating twitter purge ihopeitssuposetobetonight,1
19290,still side hoe stfu,1
19291,ghetto bellos,2
19292,girl u straight hoe,1
19293,ampobjectscollectively beredistributedamongtheirsupporters,2
19294,well felt sorry stupid still edgarguillenjr bitch wont try wit,1
19295,spoopy hoe pimp daddy,1
19296,gorgeousskee vintagemonroe bitch nooooo mine dreaming,1
19297,imjessicaaaaa vintagemonroe bitch talking,1
19298,sybilll diannewing velvethammer sdalexander bet shes prog,2
19299,males live city buy meat plastic mock girls use guns go hunting manly,2
19300,dallying bitches bro dilly exclusively,1
19301,best pussy world good asf,1
19302,herk much wife wet pussy want dick,1
19303,thotpockets fat bitches think cute,1
19304,crow mom,2
19305,kennies angry talks ghetto black man really dont even think notices laughing,0
19306,drink unicorn tears thecarnage juliebenz say blondes dont age well look youre ho,2
19307,woman cares shell get mad little things cant handle deserve hoe,1
19308,nothing hate bitch,1
19309,always bae even bae bae thats still bae therefore hoes move please,1
19310,chillasstweets sitting next ya girl ya side bitch text hey babe,1
19311,youve much math homework hoe,1
19312,energy hoes,1
19313,hoes loyal plot twist,1
19314,snatching bitches leisuuuure,1
19315,hate people much go morph want little whiny bitch badly,1
19316,seniors basically become fearless bitch im mad,1
19317,career tho apka waise bhi khatam ho chukka become new try publicity,2
19318,seeee phontigallo bitch hop mentions time hear,1
19319,wish girls guys liked matter whatike wear sweats sti,2
19320,bird st person shit,1
19321,aye bro kno shit go bitch solid af running,1
19322,free squaddd stblocjeremiah bitch,1
19323,give head kiss yo nigga ill bitch,1
19324,bitch nigga dont girl,1
19325,kno bitch thot wan meet momma,1
19326,trash taking pictures together,2
19327,che wigga wigga puts loves make worth whileamp love back,2
19328,nice bitch hard explain,1
19329,real dont put money nigga books chu buy bitch hit,0
19330,bitches wan na fuck cuz dat molly got dem high,1
19331,ya bitches got boddies act dont count cause ya loved lmaoo,1
19332,watching dude played getting ton pussy,1
19333,stblocjeremiah good pussy change life,1
19334,guys say wear leggings dont got ass ampi see pussies walking around muscle shirts mus,1
19335,wont em doe gon hoes shut hoe,1
19336,whiteypants youre fag using emoji best friends amp never dull moment,1
19337,sirens dying guys akrizanovic kendramarie ho,2
19338,dont want thot thot girl cant get hanging little hoes wearing,1
19339,quanb bitch ass nigga,1
19340,pretty sure called dude faggot,1
19341,hoes quick say fuck somebody else bf make look bad want cookie,1
19342,dunked cap celebrated front espn exp,2
19343,rather fuck fat chick allow nigger house,0
19344,trash take yo ass back college,1
19345,people bae real quick like bitch dont play cut,1
19346,someone love bitch ass wont someone love,1
19347,sudden bitches soccer today lol,1
19348,basic bitches wanted,1
19349,typicalminions ur ur friend bitch u hate walks felferrara n,1
19350,karma fucking good girl bitch end,1
19351,middle names faggot,1
19352,stay tracking pussy miles refuse put effort controlling peen okayi guess ke,1
19353,bitch thought,1
19354,bitch cute photogenic,1
19355,new boyfriend week doin hoe,0
19356,bird believing shit,1
19357,wearing bucket hats basic bitches,1
19358,gassin hoes,1
19359,see pretty girl slay hoes,1
19360,bitch got red rover shit erykahminor,1
19361,bitch make sure bitch beautiful,1
19362,graceishuman also seen lot ad makes want scr,2
19363,look put bitch place,1
19364,calling people hoes main ones sucking dick chalupa,1
19365,short salty get u pussy happy,1
19366,im soooo bitch aint funny lbs,1
19367,shinypb pom stuff totally porn,2
19368,hate bitch,1
19369,vivalamarley yea dem hoes crazy,1
19370,real bitches make sure get even,1
19371,dont fck broke bitches,1
19372,time come im never ne bitches,1
19373,ask bitch gay sexual,1
19374,thanks,2
19375,cant find lookin cuz busy likin bitches time,1
19376,hate messy females live mess go sit somewhere go get classy hoe,1
19377,hold koala take selfies kangaroos saw bunch bad ass birds prey pet fucking emu today wtf,1
19378,cincy fans talk trash city root belong stillcle,2
19379,nobody want pussy niggas done,1
19380,said thought mustard beat ho saying beat whole time,1
19381,telling shaved pussy ugly,1
19382,mom dramatic immature fucking mental problems youre bitch cunt,0
19383,son rednecks mullets keep getting red necks,2
19384,eat random bitches ass eat iggys ass randomthot shitiwouldneverdo,1
19385,hate dumb bitches swear happy need relationship yall honestly need revaluate life,1
19386,getting trash talked year old,2
19387,wrong w bitches lately,1
19388,joke bitch fix ya face,1
19389,xomaryjeanxo pussy think got ta favorite naked picture everdamn,1
19390,porkhub model bitches cant tell,1
19391,comfortable niccas say,0
19392,females think cute rude af time mean reason shit aint cute bitch,1
19393,unemployed niggas hoes,1
19394,wish bitch,1
19395,niggas cheat girl stalk call hoe moving talking gave quick,1
19396,females love stealing someones boyfriend thats cute yall hoes need morals amp life goals,1
19397,rahshauna arent bitch,1
19398,got smelt lot manure sing hillbilly,2
19399,bitch favorites tweets,1
19400,pharmacist tell medicine ready mins bitch,1
19401,hedgebrandon youre queer,1
19402,so wants tell httptcojcvvqxqf,2
19403,bitch hard handle stubborn attitude sorry people put,1
19404,really want brownies iced latte boy blanket w movies sounds prettttttty amazi,2
19405,girls hoes cause fuck niggas money revenge dumb shit,1
19406,man hoes familiar minute team minute aint ya,1
19407,love bitches throw shade confirms im something right,1
19408,bitch going hard,1
19409,holder asks deal kind treatment whiny little bitch call,1
19410,sunnyslope dr memphis tenn come get fucked ass lil skinny bitch love read skinny,1
19411,reathie lategrllishaa reathie lategrllishaa whatupwyd chilling square wbu bitch wat u,1
19412,bitch nigga,1
19413,bitches eating pussy niggas,1
19414,exactly amp miss bitch,1
19415,feel got ta party weekend entertainment ima assume embrace partaking hoelike activities,1
19416,cant never keep bitch cause put hoze,1
19417,faggots hates word mines,1
19418,hoes life,1
19419,went today cashier bitch dont sell chocolate cake written face looke,1
19420,hate always wan smoke aint got money niggabitch bye falisha,1
19421,watched mins trash feel wasted valuable minutes life never get b,2
19422,bitch flirts bae,1
19423,cant turn hoe husband,1
19424,bitch,1
19425,staycoolwheels screaming little bitch lmaooo,1
19426,trying hard resist urge smack bitch,1
19427,love birds,2
19428,wake middle night chug orange juice straight bottle mom,2
19429,dese hoes ugly af talking wanted boyfriend bitch look boyfriend,1
19430,dont ya bitch,1
19431,more queer lady point,0
19432,call insecure u want fuck man doesnt need friendly bitches friends hoes,1
19433,bitches,1
19434,vine still funny shit many niggers store,0
19435,looking bitches mind,1
19436,nothing cut bitch,1
19437,somebody call ambulance bitches dieing attention,1
19438,rock bitch wearegolden beautiful angelic voices,1
19439,come watch run circles round rap game name chip kelly bitch h,1
19440,dese hoes actin,1
19441,experience bitches aint shit pass bad nem,1
19442,wife dat bitch many niggas fucked clique many niggas actin rich dese boppin hoes dick,1
19443,dont fuck bitch niggas fuck niggas bitches,0
19444,hate bitch think crazy,1
19445,hate wen hoes lie say fucked em,1
19446,need loyal bitch goofy bitch,1
19447,finna bag cutting weak hoes,1
19448,pull eat pussy dip,1
19449,never kids fan bitch cop lol,1
19450,time play wit bitches,1
19451,so real fans wait want put trash rappers igo,2
19452,dese bitches aint loyal,1
19453,bitches aint bitches,1
19454,people need mind business bitch stop posting shit,1
19455,bitch get followers shes starting boutique wearing shades public,1
19456,good woman comes around bitches good man comes aroundwell u get point,1
19457,fall cuffin side bitches yall time whole summer,1
19458,good side bitches dont let nobody tell u different,1
19459,hoes photoshopping lilduval damn suppose get catfished,1
19460,most worried looking hoe regret u get older u missing lot fun,1
19461,good woman worth bad bitchesbut still wan na fuck bitches,1
19462,real bitches text u u talk call,1
19463,regular bitches trusting niggaz letting raw hoes know better,1
19464,nuttin hoes,1
19465,bitch pregnant dancing heart asshole,1
19466,black women say gon get white man white guys dogging bitches dumb,1
19467,bitch tweaking hoe tweaking hoe,1
